path,label
C:\Users\ADMIN\Downloads\music_dataset\Dobro\311.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Horn\1005.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Shakers\134.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Piano\348.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\386.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Shakers\474.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2760.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\flute\2940.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2949.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\632.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\2284.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1853.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\600.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Dobro\148.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2539.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\2314.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\1175.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\325.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\395.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Accordion\88.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3149.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\475.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Trombone\425.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3441.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1710.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Horn\263.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\3591.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2106.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3206.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\110.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2027.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Organ\1259.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\flute\2755.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\cowbell\358.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\Accordion\3450.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\1935.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1087.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Trombone\82.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Trumpet\78.wav,Trumpet
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\1311.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\20.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\292.wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\flute\1849.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\149.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3338.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1858.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1456.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Dobro\258.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1239.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\710.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1889.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2275.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1910.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Horn\1150.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Shakers\762.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2779.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2021.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1708.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\cowbell\448.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\11.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3269.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\1205.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Horn\1208.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\224.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2483.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2001.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\289.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\2775.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Accordion\325.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Hi_Hats\108.wav,Hi_Hats
C:\Users\ADMIN\Downloads\music_dataset\Accordion\3495.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Horn\327.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1483.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1307.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Violin\504.wav,Violin
C:\Users\ADMIN\Downloads\music_dataset\flute\3250.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2546.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Piano\66.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\1251.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2509.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1043.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\827.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Trombone\185.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Horn\319.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\flute\590.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\464.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2416.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\297.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Trombone\460.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2179.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\flute\762.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Accordion\196.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\244.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\739.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Organ\1266.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1943.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2683.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1135.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1091.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\134.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\920.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\366.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1282.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Dobro\263.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1106.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Horn\324.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\1314.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\158.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\1364.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Organ\532.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\470.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1381.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1335.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\174.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Horn\1099.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1751.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Shakers\172.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\flute\2519.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\flute\2435.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\285.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Accordion\312.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2135.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\445.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\1742.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1002.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1573.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Organ\863.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Hi_Hats\116.wav,Hi_Hats
C:\Users\ADMIN\Downloads\music_dataset\Organ\1004.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1070.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\738.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1059.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\378.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2679.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Tambourine\164.wav,Tambourine
C:\Users\ADMIN\Downloads\music_dataset\flute\719.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1703.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Tambourine\435.wav,Tambourine
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\130.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\94.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Violin\269.wav,Violin
C:\Users\ADMIN\Downloads\music_dataset\Piano\200.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1776.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1268.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\3627.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\131.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1815.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\530.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2308.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\3066.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Violin\598.wav,Violin
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1317.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\459.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1668.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1229.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Piano\411.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\Saxophone\78.wav,Saxophone
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\58.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\358.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Shakers\178.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Horn\34.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Accordion\949.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2155.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2580.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\635.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\711.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2611.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Organ\1033.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Organ\1256.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\flute\1061.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\flute\2150.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1285.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3532.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1773.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1600.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\138.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\Accordion\3349.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Trombone\782.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\211.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Accordion\502.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1126.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2701.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Banjo\217.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\cowbell\478.wav,cowbell
C:\Users\ADMIN\Downloads\music_dataset\Shakers\101.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Shakers\1127.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Organ\241.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\874.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2294.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2216.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\1016.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2781.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2418.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1527.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1064.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1274.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\2390.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1612.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2070.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Organ\275.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\267.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Accordion\689.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\flute\2748.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\73.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2950.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Cymbals\95.wav,Cymbals
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2347.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Shakers\521.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\375.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2961.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Cymbals\119.wav,Cymbals
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\973.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Organ\1125.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1659.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Violin\157.wav,Violin
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1289.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2539.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\flute\3641.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3032.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1378.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2457.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\flute\1738.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\51.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\2027.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Piano\48.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\1172.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\858.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\344.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\1110.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Organ\545.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Banjo\364.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\2291.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\flute\3201.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\1.wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\flute\648.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Banjo\179.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\flute\510.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3116.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\flute\1911.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\135.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\1023.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\719.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\293.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Organ\86.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\468.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1765.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\334.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1145.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2151.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\2490.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Clarinet\330 (230).wav,Clarinet
C:\Users\ADMIN\Downloads\music_dataset\Shakers\723.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1164.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2147.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\84.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1756.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Trombone\309.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\flute\1208.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1647.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Trombone\1379.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Organ\1075.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Violin\378.wav,Violin
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\45.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\368.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Ukulele\787.wav,Ukulele
C:\Users\ADMIN\Downloads\music_dataset\Horn\155.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Cymbals\55.wav,Cymbals
C:\Users\ADMIN\Downloads\music_dataset\Organ\55.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3545.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\vibraphone\393.wav,vibraphone
C:\Users\ADMIN\Downloads\music_dataset\flute\1713.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Organ\346.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\568.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\flute\2671.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\flute\102.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2040.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\flute\384.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2119.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Accordion\476.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Trombone\739.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1584.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Banjo\651.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2157.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\2046.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2405.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Electro_Guitar\770.wav,Electro_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\839.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Organ\1136.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1808.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\940.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\538.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\9.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1688.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2868.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\980.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2230.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Banjo\2383.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Dobro\365.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\147.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\758.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\2196.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\21.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Organ\1243.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\3572.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\454.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1032.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\1969.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\flute\1654.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\807.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Accordion\3442.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Saxophone\180.wav,Saxophone
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2622.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\flute\2740.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\911.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\flute\2914.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2427.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\758.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Dobro\99.wav,Dobro
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2873.wav,Accordion
C:\Users\ADMIN\Downloads\music_dataset\Horn\211.wav,Horn
C:\Users\ADMIN\Downloads\music_dataset\Drum_set\396.wav,Drum_set
C:\Users\ADMIN\Downloads\music_dataset\Shakers\1187.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\Mandolin\478.wav,Mandolin
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\496.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\87.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Piano\302.wav,Piano
C:\Users\ADMIN\Downloads\music_dataset\flute\2955.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Trombone\2584.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\2285.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Floor_Tom\321.wav,Floor_Tom
C:\Users\ADMIN\Downloads\music_dataset\Acoustic_Guitar\1187.wav,Acoustic_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Keyboard\1733.wav,Keyboard
C:\Users\ADMIN\Downloads\music_dataset\Shakers\599.wav,Shakers
C:\Users\ADMIN\Downloads\music_dataset\flute\831.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\flute\2827.wav,flute
C:\Users\ADMIN\Downloads\music_dataset\Trombone\564.wav,Trombone
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\1113.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Harmonium\949.wav,Harmonium
C:\Users\ADMIN\Downloads\music_dataset\Bass_Guitar\3209.wav,Bass_Guitar
C:\Users\ADMIN\Downloads\music_dataset\Banjo\125.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Organ\926.wav,Organ
C:\Users\ADMIN\Downloads\music_dataset\Banjo\1213.wav,Banjo
C:\Users\ADMIN\Downloads\music_dataset\Accordion\2668.wav,Accordion
