filename,cel,cla,flu,gac,gel,org,pia,sax,tru,vio,voi
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-26.wav,0,0,0,0,0,0,1,0,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-27.wav,0,0,0,0,0,0,1,0,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-3.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-4.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-6.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-7.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-8.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-9.wav,0,0,0,0,0,0,1,1,0,0,0
01. The Chosen Hour-2.wav,0,0,0,0,0,0,0,0,0,0,1
01. Trouble (No. 2)-1.wav,0,0,0,0,1,1,0,0,0,0,0
01. Trouble (No. 2)-10.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-12.wav,0,0,0,0,1,1,0,0,0,0,0
01. Trouble (No. 2)-13.wav,0,0,0,0,1,1,0,0,0,0,0
01. Trouble (No. 2)-14.wav,0,0,0,0,1,1,0,0,0,0,0
01. Trouble (No. 2)-15.wav,0,0,0,0,1,1,0,0,0,0,0
01. Trouble (No. 2)-16.wav,0,0,0,0,1,1,0,0,0,0,0
01. Trouble (No. 2)-17.wav,0,0,0,0,1,1,0,0,0,0,0
01. Trouble (No. 2)-18.wav,0,0,0,0,1,1,0,0,0,0,0
01. Trouble (No. 2)-2.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-20.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-21.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-22.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-23.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-24.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-3.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-4.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-5.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-6.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-7.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-8.wav,0,0,0,0,1,1,0,1,0,0,0
01. Trouble (No. 2)-9.wav,0,0,0,0,1,1,0,1,0,0,0
01. destroy everything you touch (single mix)-10.wav,0,0,0,0,0,0,0,0,0,0,1
01. destroy everything you touch (single mix)-13.wav,0,0,0,0,0,0,0,0,0,0,1
01. destroy everything you touch (single mix)-3.wav,0,0,0,0,0,0,0,0,0,0,1
01. destroy everything you touch (single mix)-5.wav,0,0,0,0,0,0,0,0,0,0,1
01. destroy everything you touch (single mix)-8.wav,0,0,0,0,0,0,0,0,0,0,1
01. sensing-1.wav,0,0,0,0,0,0,1,1,0,0,0
01. sensing-10.wav,0,0,0,0,0,0,1,1,0,0,0
01. sensing-12.wav,0,0,0,0,0,0,1,0,0,0,0
01. sensing-13.wav,0,0,0,0,0,0,1,1,0,0,0
01. sensing-14.wav,0,0,0,0,0,0,1,1,0,0,0
01. sensing-15.wav,0,0,0,0,0,0,1,1,0,0,0
01. sensing-2.wav,0,0,0,0,0,0,1,0,0,0,0
01. sensing-3.wav,0,0,0,0,0,0,1,1,0,0,0
01. sensing-5.wav,0,0,0,0,0,0,1,0,0,0,0
01. sensing-6.wav,0,0,0,0,0,0,1,1,0,0,0
01. sensing-8.wav,0,0,0,0,0,0,1,0,0,0,0
01. sensing-9.wav,0,0,0,0,0,0,1,1,0,0,0
02 - And The Body Will Die-1.wav,0,0,0,0,1,0,0,0,0,0,0
02 - And The Body Will Die-10.wav,0,0,0,0,1,0,0,0,0,0,0
02 - And The Body Will Die-12.wav,0,0,0,0,1,0,0,0,0,0,1
02 - And The Body Will Die-13.wav,0,0,0,0,1,0,0,0,0,0,0
02 - And The Body Will Die-14.wav,0,0,0,0,1,0,0,0,0,0,1
02 - And The Body Will Die-15.wav,0,0,0,0,1,0,0,0,0,0,1
02 - And The Body Will Die-16.wav,0,0,0,0,1,0,0,0,0,0,1
02 - And The Body Will Die-17.wav,0,0,0,0,1,0,0,0,0,0,1
02 - And The Body Will Die-2.wav,0,0,0,0,1,0,0,0,0,0,0
02 - And The Body Will Die-4.wav,0,0,0,0,1,0,0,0,0,0,1
02 - And The Body Will Die-6.wav,0,0,0,0,1,0,0,0,0,0,0
02 - And The Body Will Die-8.wav,0,0,0,0,1,0,0,0,0,0,1
02 - Bo-Do-1.wav,0,0,0,0,0,0,1,0,0,0,0
02 - Bo-Do-10.wav,0,0,1,0,0,0,1,0,0,0,0
02 - Bo-Do-12.wav,0,0,0,0,0,0,1,0,0,0,0
02 - Bo-Do-13.wav,0,0,0,0,0,0,1,0,0,0,0
02 - Bo-Do-14.wav,0,0,0,0,0,0,1,0,0,0,0
02 - Bo-Do-16.wav,0,0,1,0,0,0,1,0,0,0,0
02 - Bo-Do-17.wav,0,0,1,0,0,0,1,0,0,0,0
02 - Bo-Do-18.wav,0,0,1,0,0,0,1,0,0,0,0
02 - Bo-Do-19.wav,0,0,1,0,0,0,1,0,0,0,0
02 - Bo-Do-2.wav,0,0,1,0,0,0,0,0,0,0,0
02 - Bo-Do-20.wav,0,0,1,0,0,0,1,0,0,0,0
02 - Bo-Do-4.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Bo-Do-5.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Bo-Do-6.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Bo-Do-8.wav,0,0,1,0,0,0,1,0,0,0,0
02 - Bo-Do-9.wav,0,0,1,0,0,0,1,0,0,0,0
02 - Time Remembered-1.wav,0,0,0,0,1,0,0,0,0,0,0
02 - Time Remembered-10.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Time Remembered-12.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Time Remembered-14.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Time Remembered-2.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Time Remembered-3.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Time Remembered-4.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Time Remembered-5.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Time Remembered-6.wav,0,0,0,0,1,0,1,0,0,0,0
02 - Time Remembered-8.wav,0,0,0,0,1,0,1,0,0,0,0
02 - synergistic perceptions-10.wav,0,0,0,0,0,0,0,0,0,0,1
02 - synergistic perceptions-11.wav,0,0,0,0,0,0,0,0,0,0,1
02 - synergistic perceptions-13.wav,0,0,0,0,0,0,0,0,0,0,1
02 - synergistic perceptions-14.wav,0,0,0,0,0,0,0,0,0,0,1
02 - synergistic perceptions-16.wav,0,0,0,0,0,0,0,0,0,0,1
1 - Hank's Other Bag-1.wav,0,0,0,0,0,0,0,1,1,0,0
1 - Hank's Other Bag-10.wav,0,0,0,0,0,0,1,0,0,0,0
1 - Hank's Other Bag-11.wav,0,0,0,0,0,0,1,0,0,0,0
1 - Hank's Other Bag-13.wav,0,0,0,0,0,0,1,1,0,0,0
1 - Hank's Other Bag-14.wav,0,0,0,0,0,0,1,1,0,0,0
1 - Hank's Other Bag-15.wav,0,0,0,0,0,0,1,1,0,0,0
1 - Hank's Other Bag-16.wav,0,0,0,0,0,0,1,1,0,0,0
1 - Hank's Other Bag-17.wav,0,0,0,0,0,0,1,1,0,0,0
1 - Hank's Other Bag-19.wav,0,0,0,0,0,0,1,0,1,0,0
1 - Hank's Other Bag-20.wav,0,0,0,0,0,0,1,0,1,0,0
1 - Hank's Other Bag-21.wav,0,0,0,0,0,0,1,0,1,0,0
1 - Hank's Other Bag-22.wav,0,0,0,0,0,0,1,0,1,0,0
1 - Hank's Other Bag-24.wav,0,0,0,0,0,0,1,1,0,0,0
1 - Hank's Other Bag-26.wav,0,0,0,0,0,0,1,1,1,0,0
1 - Hank's Other Bag-27.wav,0,0,0,0,0,0,1,1,1,0,0
1 - Hank's Other Bag-3.wav,0,0,0,0,0,0,1,1,1,0,0
1 - Hank's Other Bag-4.wav,0,0,0,0,0,0,1,1,1,0,0
1 - Hank's Other Bag-5.wav,0,0,0,0,0,0,1,1,1,0,0
1 - Hank's Other Bag-6.wav,0,0,0,0,0,0,1,1,1,0,0
1 - Hank's Other Bag-7.wav,0,0,0,0,0,0,1,0,0,0,0
1 - Hank's Other Bag-8.wav,0,0,0,0,0,0,1,0,0,0,0
1 - Hank's Other Bag-9.wav,0,0,0,0,0,0,1,0,0,0,0
1.1_Stranger On The Shore-1.wav,0,1,0,0,0,0,0,0,0,0,0
1.1_Stranger On The Shore-11.wav,0,1,0,0,0,0,0,0,0,0,0
1.1_Stranger On The Shore-12.wav,0,1,0,0,0,0,0,0,0,0,0
1.1_Stranger On The Shore-2.wav,0,1,0,0,0,0,0,0,0,0,0
1.1_Stranger On The Shore-3.wav,0,1,0,0,0,0,0,0,0,0,0
1.1_Stranger On The Shore-4.wav,0,1,0,0,0,0,0,0,0,0,0
1.1_Stranger On The Shore-8.wav,0,1,0,0,0,0,0,0,0,0,0
1.1_Stranger On The Shore-9.wav,0,1,0,0,0,0,0,0,0,0,0
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-1.wav,0,0,0,1,0,0,0,0,0,0,0
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-2.wav,0,0,0,1,0,0,0,0,0,0,0
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-3.wav,0,0,0,1,0,0,0,0,0,0,0
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-4.wav,0,0,0,1,0,0,0,0,0,0,0
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-5.wav,0,0,0,1,0,0,0,0,0,0,0
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-6.wav,0,0,0,1,0,0,0,0,0,0,0
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-7.wav,0,0,0,1,0,0,0,0,0,0,0
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-8.wav,0,0,0,1,0,0,0,0,0,0,0
